ds,yhat,yhat_lower,yhat_upper
2021-01-12,335.8475204951791,258.4346538206446,412.2371378107958
2021-01-13,330.6012639358437,254.28677165839756,407.6341131735848
2021-01-14,333.5386913475478,252.34102167977105,406.30597028445584
2021-01-15,341.3925524075445,264.6228473453065,414.3258235675463
2021-01-16,343.19065303773687,266.4593478434779,412.4356346451126
2021-01-17,346.95305995674687,268.4679057799132,417.79663855694287
2021-01-18,346.4359482396936,272.44036482018964,419.50374896022646
2021-01-19,346.9242979390414,281.7352424517831,421.7807232135377
2021-01-20,338.1435996993326,262.20242202584285,412.957000828664
2021-01-21,337.34795446187314,263.4735642177281,412.76338383710595
2021-01-22,341.34464463014734,264.849434111773,411.90036392443443
2021-01-23,339.2402852185877,269.9148845839199,414.67145564526595
2021-01-24,339.1365055712406,263.76469027470904,413.2423441467052
2021-01-25,334.8721675377542,261.84753595363037,412.0501285446148
2021-01-26,345.69921703029325,265.0210801371461,415.20365798834325
2021-01-27,319.76834447289946,244.74513242442765,388.39508860274805
2021-01-28,316.06393176237816,245.49277850020815,389.54257820923345
2021-01-29,317.57830838458955,244.15828749331075,385.9177556961837
2021-01-30,313.4805575312942,238.57172854552655,388.5641477773137
2021-01-31,311.9258061115001,238.25749205691784,388.4631802512112
2021-02-01,306.79606130857576,231.6981831618009,379.4191395429743
2021-02-02,303.4900071435413,228.54711795531156,378.1689659578546
2021-02-03,291.8319883387282,209.41129061665646,366.4227626676653
2021-02-04,289.157632484615,215.57351365607215,365.9000416054178
2021-02-05,292.33625068667476,216.93640185860286,370.8862847069778
2021-02-06,290.5151832750213,209.38685213242442,366.49219629011816
2021-02-07,291.8140928774532,216.9634361288668,366.0283844338096
2021-02-08,290.06625460301984,216.1985098793996,363.07952881510994
2021-02-09,290.60911508946936,216.0065635385026,366.78204524598715
2021-02-10,283.19433875569075,211.10580304023787,363.9336278016642
2021-02-11,285.0747758339842,212.5047725360497,354.1518027761875
2021-02-12,293.028468616597,223.12573637685327,362.29946185256426
2021-02-13,296.10483180179756,222.10486759319843,374.0972781305234
2021-02-14,302.3209721370687,227.33639871458163,377.62216034332175
2021-02-15,305.40515433549365,235.87600301393425,380.676979860418
2021-02-16,310.58963748686585,235.08729793564683,384.48355144060133
2021-02-17,307.52304907248157,228.57682884720543,382.688596351313
2021-02-18,313.35967741274015,237.0066297306398,392.65945783901014
2021-02-19,324.7857440142445,253.64724094459643,397.10909508677975
2021-02-20,330.7677368643892,256.3289448798684,400.50792721178334
2021-02-21,339.2507165600162,263.67325162787296,407.4235538506731
2021-02-22,343.90355184283493,269.2411779714712,419.0383056894389
2021-02-23,349.9132626215687,276.8202589785854,424.0003601460937
2021-02-24,346.89859697267735,267.8299341788442,422.66324080113947
2021-02-25,352.00018901774223,279.3287854751331,429.3358600552643
2021-02-26,361.90733290145084,287.8079608186637,437.5814701849904
2021-02-27,365.60643619791546,289.1033945940197,446.91278891507164
2021-02-28,371.0790560523041,291.36599184440246,443.5047175709676
2021-03-01,372.04647559481236,290.9448193104053,443.2732775444984
2021-03-02,373.7630093634659,302.87467881849676,449.1361503306011
2021-03-03,365.9281844848634,288.1278966168069,442.9065047334234
2021-03-04,365.775174013137,291.6465170581876,440.4518644173549
2021-03-05,370.095555798702,294.48739806051566,445.9996668266681
