ds,yhat,yhat_lower,yhat_upper
2020-12-06,94.11426254202591,64.96542288512322,123.49167044128613
2020-12-07,93.4737356990213,66.78382012739313,122.81218746859514
2020-12-08,93.01547160647127,64.26499970613183,122.65868437221117
2020-12-09,88.88207057784362,59.23895235454551,120.49871180076885
2020-12-10,89.53904591794564,60.05874572034435,116.59218492176095
2020-12-11,89.43620688849627,61.46607459418356,119.28334534872864
2020-12-12,88.59664899063765,58.61929454569448,118.83310304885762
2020-12-13,88.78995396346612,58.77357664484021,114.59274561903985
2020-12-14,87.48257193229404,58.16097874658514,116.96302741431336
2020-12-15,86.52969736427782,58.41952377380204,115.7415998776088
2020-12-16,82.08310908803539,52.300143947702416,110.39652204438904
2020-12-17,82.61391777375583,54.61799148401521,112.13795505888892
2020-12-18,82.57390067939694,51.792480103659926,109.85410855587686
2020-12-19,81.98450576731001,53.731463530845154,111.33985195806099
2020-12-20,82.61012522115972,54.85479203316463,111.34339092331302
2020-12-21,81.90860768986683,50.10577816390058,110.08276794401273
2020-12-22,81.72331718869462,54.487581207271305,109.51868391965071
2020-12-23,78.19120468212515,48.4188948925685,105.54995286888023
2020-12-24,79.76583111301821,52.12970936739782,106.28998491171178
2020-12-25,70.29712567823643,42.43650751614856,100.08186632796087
2020-12-26,81.53019379258501,53.41450941682539,108.26393316644219
2020-12-27,83.4600569760265,54.01055013861669,112.47074146844204
2020-12-28,84.1014760552541,55.77358521609932,113.77072726199766
2020-12-29,85.27197266510005,56.503517318840416,115.13482894308946
2020-12-30,83.08222205716959,52.53937523749135,112.49306126077464
2020-12-31,85.9595129683847,55.63433237055627,114.95297199106243
2021-01-01,88.30983496917895,59.66941229627365,117.21655348762509
2021-01-02,90.10766471633038,61.080403365893176,119.06446349506916
2021-01-03,93.07004031232938,63.970074448927456,121.07691084991728
2021-01-04,94.60788217910704,66.76978304880673,121.5400648782543
2021-01-05,96.51885741885626,68.81214759261428,126.71890162459177
2021-01-06,94.89624273629178,64.98569912642328,123.01890060005013
2021-01-07,98.1527137926327,69.79206867043581,127.27250247858353
2021-01-08,100.6827250753123,70.38471805066982,128.0844981740275
2021-01-09,102.45254661326184,74.40913901287112,130.61653729809606
2021-01-10,105.17454188546225,75.67459850995456,134.44918840544383
2021-01-11,106.25864080286186,76.54850552522102,134.40076539830775
2021-01-12,107.50530063274951,75.38334057909188,135.62571992069272
2021-01-13,105.01440637039762,78.55694546911387,135.64720350026386
2021-01-14,107.20903550773583,78.98821684891422,136.78595729142228
2021-01-15,108.49774913366157,80.5510054236334,136.65108979030205
2021-01-16,108.86447443669883,79.80455766362212,137.1308457741831
2021-01-17,110.04256270464829,81.03056586172607,137.5342980872561
2021-01-18,109.46597755895844,79.7107839630946,137.75354065007085
2021-01-19,108.96190835089155,80.88193020670126,134.90319536242922
2021-01-20,104.65926355155793,75.98315071669226,133.0966579027842
2021-01-21,105.01197372574008,76.69248529759403,133.78347139658203
2021-01-22,104.46077199112449,77.88602949173526,134.05612051390017
2021-01-23,103.02252430786973,73.5024496645567,133.92584951041917
2021-01-24,102.46370221900473,73.61972105354785,130.9800061583888
2021-01-25,100.25096246366664,72.2355006209958,130.5674605155951
2021-01-26,106.65542755827241,78.12779063225587,136.43276061364656
2021-01-27,92.59911453955952,63.52612804422314,122.0738630910419
2021-01-28,91.80051129292931,64.18073035504011,122.28117369926557
2021-01-29,90.3128849723033,58.65604685930696,118.76997321201738
2021-01-30,88.17450366027236,60.20935943770138,120.26596259037817
2021-01-31,87.16931890920159,56.24093146534768,115.22627939182027
2021-02-01,84.77710498094098,56.906286603216344,113.34600670409264
2021-02-02,82.86508339745475,54.00114670256628,112.58182414344301
2021-02-03,77.595509565725,47.758390436141354,105.35066868001226
2021-02-04,77.4481722784699,48.3232782793744,106.61579271045181
2021-02-05,76.88149396235275,47.69613849244836,106.39827514746558
2021-02-06,75.92132222545831,47.62909983297599,104.88396501020186
2021-02-07,76.33402125855788,46.95987248226057,105.8334574072788
2021-02-08,75.57684069365078,45.72276210182679,104.57325209407989
2021-02-09,75.4898775487386,46.78975119565806,107.48908217978025
2021-02-10,72.20410407952218,42.82437064282199,99.90718241725007
2021-02-11,74.16440588900903,43.280921397121894,102.88291635424739
2021-02-12,75.79130926499293,45.48492954657777,103.94842937275074
2021-02-13,77.0704770674966,48.07738006650078,105.87915542241363
2021-02-14,79.72656835036666,50.62625951847698,107.54288129494377
2021-02-15,81.17442406004109,51.80655336068313,110.0374757717607
2021-02-16,83.2118775977282,54.82249466281242,110.04673018220046
